idMao	idPartida	jogadorMao	cartaAltaRobo	cartaMediaRobo	cartaBaixaRobo	cartaAltaHumano	cartaMediaHumano	cartaBaixaHumano	primeiraCartaRobo	primeiraCartaHumano	segundaCartaRobo	segundaCartaHumano	terceiraCartaRobo	terceiraCartaHumano	ganhadorPrimeiraRodada	ganhadorSegundaRodada	ganhadorTerceiraRodada	roboCartaVirada	humanoCartaVirada	quemPediuEnvido	quemPediuFaltaEnvido	quemPediuRealEnvido	pontosEnvidoRobo	pontosEnvidoHumano	quemNegouEnvido	quemGanhouEnvido	tentosEnvido	quemFlor	quemContraFlor	quemContraFlorResto	quemNegouFlor	pontosFlorRobo	pontosFlorHumano	quemGanhouFlor	tentosFlor	quemEscondeuPontosEnvido	quemEscondeuPontosFlor	quemTruco	quandoTruco	quemRetruco	quandoRetruco	quemValeQuatro	quandoValeQuatro	quemNegouTruco	quemGanhouTruco	tentosTruco	tentosAnterioresRobo	tentosAnterioresHumano	tentosPosterioresRobo	tentosPosterioresHumano	roboMentiuEnvido	humanoMentiuEnvido	roboMentiuFlor	humanoMentiuFlor	roboMentiuTruco	humanoMentiuTruco	quemBaralho	quandoBaralho	quemContraFlorFalta	quemEnvidoEnvido	quemFlorFlor	quandoCartaVirada	hasDeception	roboMentiuRound1	humanoMentiuRound1	roboMentiuRound2	humanoMentiuRound2	roboMentiuRound3	humanoMentiuRound3	naipeCartaAltaRobo	naipeCartaMediaRobo	naipeCartaBaixaRobo	naipeCartaAltaHumano	naipeCartaMediaHumano	naipeCartaBaixaHumano	naipePrimeiraCartaRobo	naipePrimeiraCartaHumano	naipeSegundaCartaRobo	naipeSegundaCartaHumano	naipeTerceiraCartaRobo	naipeTerceiraCartaHumano	quantidadeChamadasHumano	quantidadeChamadasRobo	qualidadeMaoRobo	qualidadeMaoHumano	primeiraCartaHumanoClustering	segundaCartaHumanoClustering	terceiraCartaHumanoClustering	primeiraCartaRoboClustering	segundaCartaRoboClustering	terceiraCartaRoboClustering	quantidadeChamadasEnvidoRobo	quantidadeChamadasEnvidoHumano	cartaAltaRoboClustering	cartaMediaRoboClustering	cartaBaixaRoboClustering	clusterPrimeiraCartaAgentePe	clusterSegundaCartaAgenteGanhouAprimeira	clusterSegundaCartaAgentePerdeuAprimeira	clusterTerceiraCartaAgenteGanhouAsegunda	clusterGanhadorUltimaRodada	clusterTerceiraCartaAgentePerdeuAsegunda	clusterPrimeiraCartaAgenteMao	ganhadorMao	clusterQuemEnvidoAgenteMao	clusterQuemFlor	id	saldoTruco	saldoEnvido	saldoFlor	clusterQuemEnvidoAgentePe	clusteringindexacao	clusterBaralho	clusteringIndexacaoPontos	casoUtilTruco	casoUtilEnvido	casoUtilContraFlor	quemPediuEnvidoCluster	quemPediuRealEnvidoCluster	quemPediuFaltaEnvidoCluster	quemNegouEnvidoCluster	quemTrucoCluster	quemRetrucoCluster	quemValeQuatroCluster	quemNegouTrucoCluster	utilTruco	utilEnvido	utilFlor	utilCarta	quemPediuFlorCluster	quemPediuContraFlorCluster	quemPediuContraFlorEoRestoCluster	diferencaPontuacao	idOrigem	clusterQuemTrucoPrimeiraMao	clusterQuemTrucoPrimeiraPe	clusterQuemTrucoSegundaGanhouAnterior	clusterQuemTrucoSegundaPerdeuAnterior	clusterQuemTrucoTerceiraGanhouAnterior	clusterQuemTrucoTerceiraPerdeuAnterior	bluff1Success	bluff1Failure	bluff2Success	bluff2Failure	bluff3Success	bluff3Failure	bluff4Success	bluff4Failure	bluff5Success	bluff5Failure	bluff6Success	bluff6Failure	bluff1Opponent	bluff2Opponent	bluff3Opponent	bluff4Opponent	bluff5Opponent	bluff6Opponent	bluff1ShowDown	bluff2ShowDown	bluff3ShowDown	bluff4ShowDown	bluff5ShowDown	bluff6ShowDown
1444	b0ca8431-c5bb-457e-8d59-9fd97626e178	1	24	2	1	16	7	3	24	3	-1	7	-15	-50	1	2	2	2	0	0	0	0	5	6	0	1	1	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	1	13	5	14	6	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	COPAS	ESPADAS	COPAS	OURO	BASTOS	ESPADAS	COPAS	ESPADAS	NULL	BASTOS	NULL	NULL	0	0	0	0	3	7	-15	46	-1	-15	NULL	NULL	20	3	3	0	1	0	0	0	4	4	1	4	NULL	1444	-1	1	NULL	0	2	0	1	0	0	0	2	2	2	2	2	2	2	2	0	1	1	1	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1445	b0ca8431-c5bb-457e-8d59-9fd97626e178	2	16	7	3	24	16	8	16	8	7	16	-15	24	1	2	2	0	0	0	0	0	6	3	0	1	0	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	2	14	6	14	8	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	OURO	BASTOS	OURO	ESPADAS	OURO	BASTOS	OURO	OURO	ESPADAS	NULL	OURO	0	0	0	0	7	20	20	46	16	-15	NULL	NULL	20	7	3	2	2	0	0	0	2	0	1	0	NULL	1445	-2	0	NULL	5	2	1	1	0	0	0	2	2	2	2	2	2	2	2	1	1	1	1	1	0	1	0	NULL	0	5	1	0	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1446	b0ca8431-c5bb-457e-8d59-9fd97626e178	1	16	12	2	6	4	3	16	-10	-46	-10	-15	-10	1	1	1	0	0	2	0	0	5	33	0	2	10	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	1	14	8	15	18	NULL	NULL	NULL	NULL	NULL	NULL	2	1	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	COPAS	ESPADAS	ESPADAS	BASTOS	BASTOS	ESPADAS	NULL	NULL	NULL	NULL	NULL	0	0	0	0	-10	-10	-15	46	-46	-15	NULL	NULL	20	12	3	0	0	0	0	0	0	0	1	0	NULL	1446	1	-10	NULL	0	0	0	1	0	0	0	3	2	2	2	1	2	2	3	0	0	1	0	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1447	b0ca8431-c5bb-457e-8d59-9fd97626e178	2	12	4	1	24	16	8	12	8	4	16	-15	-50	1	2	2	0	0	0	0	0	7	3	0	1	0	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	2	3	0	0	1	2	1	15	18	15	19	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	BASTOS	OURO	COPAS	BASTOS	OURO	OURO	OURO	BASTOS	BASTOS	NULL	NULL	0	0	0	0	7	20	-15	46	16	-15	NULL	NULL	12	3	3	2	2	0	0	0	4	0	1	0	NULL	1447	-1	0	NULL	5	2	3	1	0	0	0	2	2	2	2	1	3	2	1	0	1	1	1	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1448	b0ca8431-c5bb-457e-8d59-9fd97626e178	1	12	7	6	6	3	2	12	-10	-46	-10	-15	-10	1	1	1	0	0	0	0	0	1	6	0	2	2	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	1	15	19	16	21	NULL	NULL	NULL	NULL	NULL	NULL	2	1	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	BASTOS	OURO	OURO	ESPADAS	OURO	OURO	NULL	NULL	NULL	NULL	NULL	0	0	0	0	-10	-10	-15	46	-46	-15	NULL	NULL	12	7	7	0	0	0	0	0	0	0	1	4	NULL	1448	1	-2	NULL	0	0	0	1	0	0	0	2	2	2	2	1	2	2	3	0	1	1	0	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1449	b0ca8431-c5bb-457e-8d59-9fd97626e178	2	8	7	6	50	16	12	6	12	1	16	-15	-50	2	2	2	0	0	0	0	0	0	2	0	1	1	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	2	3	0	0	1	2	1	16	21	17	22	NULL	NULL	NULL	NULL	NULL	NULL	1	1	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	BASTOS	OURO	BASTOS	COPAS	OURO	ESPADAS	OURO	NULL	COPAS	NULL	NULL	0	0	0	0	12	20	-15	4	-15	-15	NULL	NULL	7	7	7	5	0	7	0	0	4	0	2	0	NULL	1449	-1	1	NULL	5	1	2	1	0	0	0	2	2	2	2	1	3	2	1	0	1	1	1	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1450	b0ca8431-c5bb-457e-8d59-9fd97626e178	1	52	16	6	42	40	16	6	16	52	40	-15	42	2	1	2	0	0	2	0	0	23	29	1	1	0	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	2	17	22	20	24	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	ESPADAS	ESPADAS	ESPADAS	OURO	OURO	ESPADAS	OURO	ESPADAS	OURO	ESPADAS	ESPADAS	0	0	0	0	20	41	41	4	46	-15	NULL	NULL	51	20	7	0	0	4	3	0	0	1	1	0	NULL	1450	-2	0	NULL	0	3	0	2	0	0	0	3	2	2	1	2	2	2	2	0	0	1	1	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1451	bf15136d-6143-40ec-afef-17b8ff4c0d55	1	12	8	6	24	24	3	6	24	8	3	-15	24	2	1	2	0	0	0	0	0	1	29	0	2	1	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	2	3	0	0	1	2	3	3	1	3	5	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	COPAS	BASTOS	COPAS	BASTOS	OURO	OURO	OURO	OURO	BASTOS	OURO	COPAS	BASTOS	0	0	0	0	20	3	20	4	16	-15	NULL	NULL	12	7	7	0	0	4	3	0	0	3	1	4	NULL	1451	-3	-1	NULL	0	1	0	1	0	0	0	2	2	2	2	1	3	2	1	0	1	1	1	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1452	bf15136d-6143-40ec-afef-17b8ff4c0d55	2	40	6	1	16	3	3	6	3	-46	-50	-46	-50	1	1	1	0	0	2	0	0	7	28	1	1	5	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	1	3	5	9	5	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	ESPADAS	OURO	BASTOS	BASTOS	COPAS	ESPADAS	COPAS	NULL	NULL	NULL	NULL	0	0	0	0	3	-46	-46	16	-46	-46	NULL	NULL	41	7	3	7	3	0	2	0	0	0	1	0	NULL	1452	1	5	NULL	0	2	3	1	0	0	0	3	2	2	1	1	2	2	3	0	0	1	1	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1453	bf15136d-6143-40ec-afef-17b8ff4c0d55	1	50	2	1	24	12	7	1	7	50	12	-15	24	2	1	2	0	0	0	0	0	30	3	0	1	1	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	2	3	0	0	0	2	1	9	5	10	6	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	BASTOS	BASTOS	BASTOS	OURO	ESPADAS	COPAS	ESPADAS	BASTOS	OURO	BASTOS	BASTOS	0	0	0	0	7	12	20	4	46	-15	NULL	NULL	51	3	3	0	0	0	0	0	0	0	1	0	NULL	1453	-1	1	NULL	0	0	0	2	0	0	0	2	2	2	2	1	3	2	2	0	0	1	0	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1454	bf15136d-6143-40ec-afef-17b8ff4c0d55	2	24	16	16	16	8	2	16	8	-46	-50	-46	-50	1	1	1	0	0	0	0	1	3	5	0	1	0	1	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	1	10	6	11	6	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	BASTOS	OURO	BASTOS	COPAS	ESPADAS	BASTOS	ESPADAS	ESPADAS	NULL	NULL	NULL	NULL	0	0	0	0	7	-46	-46	4	-46	-46	NULL	NULL	20	20	20	0	0	0	0	0	0	0	1	0	NULL	1454	1	0	NULL	0	0	3	1	0	0	0	2	1	2	2	1	2	2	3	0	0	1	0	1	0	1	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1455	b66cfa95-997e-4b99-9a8a-8128da0cf2bf	2	42	7	6	24	6	2	6	24	7	6	-46	-15	2	1	1	0	NULL	0	0	0	7	28	0	1	0	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	1	2	1	3	4	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	31	NULL	ESPADAS	OURO	BASTOS	COPAS	COPAS	COPAS	BASTOS	COPAS	OURO	COPAS	NULL	NULL	0	0	0	0	20	7	-46	4	16	-46	NULL	NULL	41	7	7	7	0	4	2	0	0	0	1	0	NULL	1455	1	0	NULL	5	1	3	1	0	0	0	2	2	2	2	1	2	2	3	0	1	1	1	3	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1456	b66cfa95-997e-4b99-9a8a-8128da0cf2bf	1	16	3	2	16	8	2	2	2	16	16	-15	-50	0	0	2	0	NULL	0	0	0	27	25	0	1	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	NULL	1	3	0	0	0	0	2	2	2	3	4	5	6	NULL	4	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	23	NULL	NULL	NULL	ESPADAS	COPAS	ESPADAS	COPAS	BASTOS	BASTOS	ESPADAS	BASTOS	ESPADAS	COPAS	COPAS	NULL	0	0	0	0	3	20	-15	4	46	-15	NULL	NULL	20	3	3	0	2	0	3	0	0	3	1	0	NULL	1456	-2	2	NULL	0	2	0	2	0	0	0	2	2	2	2	1	2	2	3	0	0	1	1	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1457	b66cfa95-997e-4b99-9a8a-8128da0cf2bf	2	7	6	1	24	16	7	1	16	-10	7	-15	-50	2	2	2	0	NULL	2	0	0	24	25	1	2	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	1	2	0	0	0	2	1	5	6	5	8	NULL	NULL	NULL	NULL	NULL	NULL	1	2	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	COPAS	OURO	COPAS	COPAS	COPAS	OURO	COPAS	COPAS	NULL	OURO	NULL	NULL	0	0	0	0	20	7	-15	4	-15	-15	NULL	NULL	7	7	3	6	0	3	0	0	4	0	2	0	NULL	1457	-1	-1	NULL	0	2	1	2	0	0	0	3	2	2	1	3	1	2	2	0	0	1	1	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1458	b66cfa95-997e-4b99-9a8a-8128da0cf2bf	1	8	6	2	52	24	7	2	7	-15	-50	-15	-50	2	2	2	0	NULL	0	0	0	5	23	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	2	2	1	5	8	5	9	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	OURO	COPAS	ESPADAS	OURO	OURO	COPAS	OURO	NULL	NULL	NULL	NULL	0	0	0	0	7	-46	-15	4	-15	-15	NULL	NULL	7	7	3	0	0	1	0	0	4	3	2	4	NULL	1458	-1	0	NULL	0	2	0	1	0	0	0	2	2	2	2	1	2	2	3	1	1	1	1	0	0	0	0	NULL	1	0	0	2	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1459	0f2c8727-41df-4143-9dae-d0a7fba682a9	2	24	12	2	52	8	7	12	7	2	8	-15	52	1	2	2	0	NULL	0	0	0	24	1	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	2	2	3	0	1	0	4	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	COPAS	COPAS	BASTOS	ESPADAS	OURO	COPAS	COPAS	COPAS	BASTOS	OURO	COPAS	ESPADAS	0	0	0	0	7	7	51	16	4	-15	NULL	NULL	20	12	3	6	2	0	0	0	2	0	1	0	NULL	1459	-3	0	NULL	0	2	3	2	0	0	0	2	2	2	2	1	2	2	3	1	0	1	1	0	0	0	0	NULL	0	3	1	0	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1460	0f2c8727-41df-4143-9dae-d0a7fba682a9	1	24	16	1	40	24	8	16	24	24	8	-15	40	2	1	2	0	NULL	1	0	0	26	30	2	2	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	0	0	0	0	0	0	0	2	2	0	4	0	11	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	COPAS	BASTOS	BASTOS	OURO	OURO	COPAS	BASTOS	OURO	COPAS	COPAS	BASTOS	OURO	0	0	0	0	20	7	41	16	46	-15	NULL	NULL	20	20	3	0	0	4	3	0	0	1	1	1	NULL	1460	-2	-5	NULL	0	3	0	2	0	0	0	1	2	2	3	2	2	2	2	0	1	1	1	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1461	0f2c8727-41df-4143-9dae-d0a7fba682a9	2	8	8	6	24	2	2	6	2	8	24	-46	2	1	1	1	0	NULL	0	0	0	20	5	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	3	0	0	0	0	2	1	2	0	11	3	11	3	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	NULL	NULL	23	NULL	NULL	OURO	ESPADAS	ESPADAS	ESPADAS	BASTOS	COPAS	ESPADAS	COPAS	ESPADAS	ESPADAS	NULL	BASTOS	0	0	0	0	3	20	3	4	16	-46	NULL	NULL	7	7	7	5	2	0	2	0	0	0	1	0	NULL	1461	2	1	NULL	3	1	3	2	0	0	0	2	2	2	2	1	2	2	3	0	1	1	1	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1462	0f2c8727-41df-4143-9dae-d0a7fba682a9	1	16	7	4	24	6	2	7	2	16	24	-15	6	1	2	2	0	NULL	2	0	0	7	5	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	2	3	0	0	1	2	3	3	11	3	14	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	14	NULL	NULL	NULL	NULL	BASTOS	ESPADAS	COPAS	COPAS	ESPADAS	BASTOS	ESPADAS	BASTOS	BASTOS	COPAS	COPAS	ESPADAS	0	0	0	0	3	20	7	16	46	-15	NULL	NULL	20	7	3	0	2	0	0	0	2	3	1	0	NULL	1462	-3	0	NULL	0	2	0	1	0	0	0	3	2	2	2	1	3	2	1	1	0	1	1	0	0	0	0	NULL	2	0	3	0	0	2	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1463	0f2c8727-41df-4143-9dae-d0a7fba682a9	1	7	7	3	3	2	1	7	1	3	2	-15	-15	1	1	0	0	NULL	0	0	0	26	29	0	2	5	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	0	0	0	0	1	1	1	4	16	5	21	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	ESPADAS	COPAS	COPAS	BASTOS	COPAS	COPAS	COPAS	COPAS	COPAS	COPAS	NULL	NULL	0	0	0	0	3	3	-15	16	4	-15	NULL	NULL	7	7	3	0	2	0	3	0	0	3	1	0	NULL	1463	1	-5	NULL	0	2	0	2	0	0	0	2	2	2	2	3	2	2	1	1	0	1	1	0	0	0	0	NULL	1	0	2	0	1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1464	0f2c8727-41df-4143-9dae-d0a7fba682a9	2	50	7	1	16	8	4	1	8	7	4	-15	-10	2	1	1	0	NULL	0	0	0	4	27	0	2	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	NULL	1	2	2	2	0	0	0	1	2	5	21	7	23	4	NULL	NULL	NULL	NULL	NULL	2	3	NULL	NULL	NULL	0	1	NULL	NULL	NULL	NULL	31	NULL	BASTOS	OURO	COPAS	OURO	COPAS	COPAS	COPAS	COPAS	OURO	COPAS	BASTOS	NULL	0	0	0	0	7	3	-15	4	16	-15	NULL	NULL	51	7	3	0	0	0	0	0	0	0	1	0	NULL	1464	2	-2	NULL	5	2	1	1	0	0	0	2	2	2	2	1	3	2	2	1	1	1	0	0	0	0	0	NULL	0	3	0	3	2	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1465	0f2c8727-41df-4143-9dae-d0a7fba682a9	1	50	40	6	24	7	1	6	7	40	24	-15	1	2	1	1	0	NULL	1	0	2	7	4	0	1	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	0	0	0	0	0	1	3	7	23	10	23	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	NULL	14	NULL	23	NULL	NULL	BASTOS	OURO	COPAS	OURO	BASTOS	COPAS	COPAS	BASTOS	OURO	OURO	BASTOS	COPAS	0	0	0	0	7	20	3	4	16	-15	NULL	NULL	51	41	7	0	0	0	0	0	0	0	1	0	NULL	1465	3	0	NULL	0	0	0	1	0	0	0	1	3	2	2	3	2	2	2	0	0	1	0	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1466	0f2c8727-41df-4143-9dae-d0a7fba682a9	2	40	12	3	24	12	8	12	8	40	-10	-15	-10	1	1	1	0	NULL	1	0	0	33	23	2	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	2	1	3	0	0	2	1	2	10	23	13	23	NULL	NULL	NULL	NULL	NULL	NULL	2	2	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	COPAS	OURO	ESPADAS	OURO	ESPADAS	COPAS	ESPADAS	OURO	NULL	NULL	NULL	0	0	0	0	7	-10	-15	16	46	-15	NULL	NULL	41	12	3	0	0	0	0	0	0	0	1	0	NULL	1466	2	1	NULL	2	0	2	2	0	0	0	1	2	2	3	3	1	2	3	0	1	1	0	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1467	0f2c8727-41df-4143-9dae-d0a7fba682a9	1	24	7	4	12	7	2	7	12	24	7	-15	2	2	1	1	0	NULL	0	0	0	30	5	0	1	1	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	2	1	1	3	0	0	0	1	2	13	23	16	23	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	1	14	NULL	NULL	23	NULL	NULL	BASTOS	COPAS	BASTOS	COPAS	ESPADAS	OURO	COPAS	COPAS	BASTOS	ESPADAS	BASTOS	OURO	0	0	0	0	12	7	3	16	46	-15	NULL	NULL	20	7	3	0	0	0	0	0	0	0	1	0	NULL	1467	2	1	NULL	0	0	0	2	0	0	0	2	2	2	2	3	1	2	2	0	0	1	0	0	0	0	0	NULL	0	0	0	0	0	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
1468	0f2c8727-41df-4143-9dae-d0a7fba682a9	2	40	8	3	24	16	2	3	16	40	24	-15	2	2	1	1	0	NULL	1	0	0	26	25	0	1	2	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	NULL	1	2	0	0	0	0	2	1	2	16	23	20	23	NULL	NULL	NULL	NULL	NULL	NULL	0	0	NULL	NULL	NULL	0	NULL	NULL	NULL	NULL	NULL	NULL	NULL	OURO	COPAS	COPAS	OURO	OURO	BASTOS	COPAS	OURO	OURO	OURO	COPAS	BASTOS	0	0	0	0	20	20	3	4	46	-15	NULL	NULL	41	7	3	0	0	0	0	0	0	0	1	0	NULL	1468	2	2	NULL	2	2	3	2	0	0	0	1	2	2	2	1	2	2	3	1	1	1	0	0	0	0	0	NULL	0	3	0	3	4	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
